ORDERNUMBER;ORDERITEM;PRODUCTID;PRODUCTDESCR;SALESQUANTITY
103037.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
103037.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
103037.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
103037.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
103037.0;100.0;DXRD1000  ;Moto 300                                          ;3.0
102860.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;10.0
102860.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
102860.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;5.0
102860.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
102860.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
102860.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;12.0
102860.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
102860.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;10.0
102860.0;90.0;DXRD1000  ;Moto 300                                          ;16.0
102860.0;100.0;DXRD2000  ;Moto 450                                          ;2.0
102860.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;5.0
102860.0;120.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102860.0;130.0;ELBK1000  ;E-MotorBike Tailwind                              ;5.0
102861.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102861.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102861.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102861.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102861.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
102861.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;7.0
102861.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
102861.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;5.0
102861.0;90.0;ELBK1000  ;E-MotorBike Tailwind                              ;2.0
102862.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102862.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;15.0
102862.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102862.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;6.0
102862.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102862.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102862.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
102862.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
102862.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
102862.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102862.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
102862.0;120.0;DXRD2000  ;Moto 450                                          ;9.0
102862.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
102862.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102862.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102862.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;5.0
102863.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102863.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102863.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102863.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
102863.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102863.0;60.0;DXRD1000  ;Moto 300                                          ;1.0
102863.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
102863.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
102864.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102864.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
102864.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
102864.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
102864.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;17.0
102864.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102864.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
102864.0;80.0;DXRD2000  ;Moto 450                                          ;2.0
102864.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
102864.0;100.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102865.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
102865.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;12.0
102865.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102865.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
102865.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
102865.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
102865.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;8.0
102865.0;80.0;DXRD1000  ;Moto 300                                          ;17.0
102865.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
102865.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;8.0
102866.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102866.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102866.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102866.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102866.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
102866.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
102866.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102866.0;80.0;DXRD1000  ;Moto 300                                          ;1.0
102867.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
102867.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;6.0
102867.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;11.0
102867.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102867.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;24.0
102867.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
102867.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102867.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
102867.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102867.0;100.0;DXRD1000  ;Moto 300                                          ;4.0
102867.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
102867.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;10.0
102867.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;4.0
102867.0;140.0;ELBK1000  ;E-MotorBike Tailwind                              ;7.0
102868.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;5.0
102868.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;7.0
102868.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;6.0
102868.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
102868.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;20.0
102868.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
102868.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;18.0
102868.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;11.0
102868.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;24.0
102868.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;27.0
102868.0;110.0;DXRD1000  ;Moto 300                                          ;36.0
102868.0;120.0;DXRD2000  ;Moto 450                                          ;8.0
102868.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;6.0
102868.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
102868.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;4.0
102868.0;160.0;FXGR1000  ;Fixed Gear Bike Plus                              ;1.0
102868.0;170.0;CITY1000  ;City Bike Max                                     ;1.0
102868.0;180.0;ELBK1000  ;E-MotorBike Tailwind                              ;11.0
102869.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102869.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
102869.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
102869.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102869.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;6.0
102869.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102869.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;11.0
102869.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
102869.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;6.0
102869.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;7.0
102869.0;110.0;DXRD1000  ;Moto 300                                          ;13.0
102869.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102869.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
102869.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102869.0;150.0;ELBK1000  ;E-MotorBike Tailwind                              ;3.0
102954.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
102954.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
102954.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
102954.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
102954.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
102954.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
102954.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
102954.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
102954.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
102954.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
102954.0;110.0;DXRD1000  ;Moto 300                                          ;6.0
102954.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102954.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
102954.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
102954.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102954.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102955.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102955.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102955.0;30.0;DXRD2000  ;Moto 450                                          ;1.0
102955.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102956.0;10.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102956.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102956.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102956.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102956.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
102956.0;60.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102957.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102957.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
102957.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102957.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102957.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102957.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102957.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
102957.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
102957.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
102957.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102957.0;110.0;DXRD1000  ;Moto 300                                          ;5.0
102957.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102957.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102957.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102957.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102957.0;160.0;CITY1000  ;City Bike Max                                     ;1.0
102957.0;170.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102958.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102958.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
102958.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102958.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
102958.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
102958.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102958.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
102958.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;4.0
102958.0;90.0;DXRD1000  ;Moto 300                                          ;5.0
102958.0;100.0;DXRD2000  ;Moto 450                                          ;2.0
102958.0;110.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102958.0;120.0;ELBK1000  ;E-MotorBike Tailwind                              ;2.0
102959.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;14.0
102959.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;12.0
102959.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
102959.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;7.0
102959.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;6.0
102959.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
102959.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
102959.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;14.0
102959.0;90.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102960.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102960.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
102960.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102960.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102960.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
102960.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
102960.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
102960.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
102960.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102960.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
102960.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
102960.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
102960.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
102960.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102960.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102961.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
102961.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102961.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102961.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102961.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102961.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102961.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
102961.0;80.0;DXRD1000  ;Moto 300                                          ;3.0
102961.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
102961.0;100.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102962.0;10.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102962.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102962.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
102962.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102962.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
102962.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102962.0;70.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
102963.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
102963.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;7.0
102963.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
102963.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
102963.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
102963.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
102963.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;7.0
102963.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
102963.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
102963.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;8.0
102963.0;110.0;DXRD1000  ;Moto 300                                          ;7.0
102963.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
102963.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102963.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
102963.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;2.0
102963.0;160.0;CITY1000  ;City Bike Max                                     ;1.0
102963.0;170.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
102964.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102964.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
103058.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
103058.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
103058.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
103058.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
103058.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
103058.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
103058.0;120.0;DXRD2000  ;Moto 450                                          ;3.0
103058.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;6.0
103058.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
103058.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
103058.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
103059.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
103059.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
103059.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
103059.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
103059.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
103059.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
103059.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
103059.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
103059.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
103059.0;100.0;DXRD1000  ;Moto 300                                          ;1.0
103059.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
103059.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
103059.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
103059.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
103059.0;150.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
103060.0;10.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
103060.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
103060.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
103061.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
103061.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
103061.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;5.0
103061.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;9.0
103061.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
103061.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;12.0
103061.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;11.0
103061.0;80.0;DXRD1000  ;Moto 300                                          ;19.0
103061.0;90.0;DXRD2000  ;Moto 450                                          ;4.0
103061.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
103061.0;110.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
103062.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
103062.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
103062.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
103062.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
103062.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
103062.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
103062.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
103062.0;80.0;DXRD1000  ;Moto 300                                          ;3.0
103062.0;90.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
103064.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
103064.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
103064.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
103064.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
103064.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
103064.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
103064.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
103064.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
103064.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
103064.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
103064.0;110.0;DXRD1000  ;Moto 300                                          ;3.0
103064.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
103064.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
103064.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
103064.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
103064.0;160.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
103065.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
103065.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
103065.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
103065.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
103065.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
103065.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
103065.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
103065.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
103066.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
103066.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
103066.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
103066.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
103066.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;6.0
103066.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
103066.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;7.0
103066.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
103066.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;6.0
103066.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;10.0
103066.0;110.0;DXRD1000  ;Moto 300                                          ;9.0
103066.0;120.0;DXRD2000  ;Moto 450                                          ;4.0
103066.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;6.0
103066.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
103066.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
103066.0;160.0;FXGR1000  ;Fixed Gear Bike Plus                              ;1.0
103066.0;170.0;CITY1000  ;City Bike Max                                     ;1.0
103067.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
103067.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
103067.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
103067.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
103068.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
103068.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
103068.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
103068.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
103068.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
103068.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
103068.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
103068.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
103068.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
103068.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
103068.0;110.0;DXRD1000  ;Moto 300                                          ;3.0
103068.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
103068.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
103068.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
103068.0;150.0;ELBK1000  ;E-MotorBike Tailwind                              ;1.0
103069.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
103069.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
103069.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
103069.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
103069.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
103069.0;60.0;DXRD1000  ;Moto 300                                          ;1.0
103069.0;70.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
102870.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;5.0
102870.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;8.0
102870.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
102870.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
102870.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;5.0
102870.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
102870.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
102870.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;12.0
102870.0;90.0;DXRD1000  ;Moto 300                                          ;3.0
102870.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
102870.0;110.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
102870.0;120.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
102871.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;5.0
102871.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
102871.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
