ORDERNUMBER;ORDERITEM;PRODUCTID;PRODUCTDESCR;SALESQUANTITY
100550.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
100550.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
100550.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100550.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
100550.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100550.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100550.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100550.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
100550.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100550.0;110.0;DXRD1000  ;Moto 300                                          ;4.0
100550.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100550.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100550.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100551.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100551.0;20.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100551.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100552.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100552.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100552.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100552.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100552.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100552.0;60.0;DXRD1000  ;Moto 300                                          ;2.0
100552.0;70.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100553.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100553.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100553.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
100553.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100553.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
100553.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100553.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;6.0
100553.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;6.0
100553.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100553.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;8.0
100553.0;110.0;DXRD1000  ;Moto 300                                          ;3.0
100553.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100553.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100553.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100554.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;6.0
100554.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;11.0
100554.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100554.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100554.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100554.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100554.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;6.0
100554.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100554.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100554.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;10.0
100554.0;110.0;DXRD1000  ;Moto 300                                          ;8.0
100554.0;120.0;DXRD2000  ;Moto 450                                          ;3.0
100554.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;7.0
100554.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100554.0;150.0;CITY1000  ;City Bike Max                                     ;1.0
100660.0;100.0;DXRD1000  ;Moto 300                                          ;1.0
100660.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100660.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100660.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100660.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100661.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100661.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100662.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100662.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100662.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100662.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100662.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100662.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100662.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100662.0;80.0;DXRD1000  ;Moto 300                                          ;3.0
100662.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100663.0;10.0;DXRD1000  ;Moto 300                                          ;1.0
100664.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100664.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100664.0;30.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100664.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100665.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100665.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100665.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100665.0;40.0;DXRD1000  ;Moto 300                                          ;1.0
100665.0;50.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100666.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100666.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100666.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100666.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100666.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100666.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100666.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100666.0;80.0;DXRD2000  ;Moto 450                                          ;1.0
100667.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100667.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100667.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100667.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100667.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100667.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100667.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100667.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100667.0;90.0;DXRD1000  ;Moto 300                                          ;2.0
100667.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100668.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100668.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100670.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100670.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100670.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100670.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100670.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100670.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100670.0;70.0;DXRD1000  ;Moto 300                                          ;2.0
100670.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100671.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100671.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100671.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100671.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100671.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100671.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100671.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100671.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100671.0;90.0;DXRD1000  ;Moto 300                                          ;1.0
100671.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100672.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100672.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100672.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100672.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100672.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100672.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100672.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100672.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100672.0;90.0;DXRD1000  ;Moto 300                                          ;1.0
100673.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100673.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
100673.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100673.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100673.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100673.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100673.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100673.0;80.0;DXRD1000  ;Moto 300                                          ;6.0
100673.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100675.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100675.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100675.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100675.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100675.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100675.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100675.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100675.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100675.0;90.0;DXRD1000  ;Moto 300                                          ;2.0
100675.0;100.0;DXRD2000  ;Moto 450                                          ;1.0
100675.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100676.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100676.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100676.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100676.0;40.0;DXRD1000  ;Moto 300                                          ;1.0
100676.0;50.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100677.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100677.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100678.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100678.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100678.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100678.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100678.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100679.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100679.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100679.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100679.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100679.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100679.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100679.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;6.0
100679.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100679.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100679.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100679.0;110.0;DXRD1000  ;Moto 300                                          ;3.0
100679.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100679.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100698.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100698.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100698.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100699.0;10.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100699.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100700.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100700.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100700.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100700.0;40.0;DXRD1000  ;Moto 300                                          ;1.0
100702.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100702.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100702.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100702.0;40.0;DXRD1000  ;Moto 300                                          ;4.0
100702.0;50.0;DXRD2000  ;Moto 450                                          ;1.0
100703.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;4.0
100703.0;20.0;DXRD1000  ;Moto 300                                          ;4.0
100704.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100704.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100704.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100704.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100705.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100705.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100707.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100707.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100707.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100708.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100708.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100708.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;4.0
100708.0;40.0;DXRD1000  ;Moto 300                                          ;2.0
100708.0;50.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100709.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100709.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100709.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100709.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100709.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
100710.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100710.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100710.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100710.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100710.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100710.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100710.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100710.0;80.0;DXRD1000  ;Moto 300                                          ;2.0
100710.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100711.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100711.0;20.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100711.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100712.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100712.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100712.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100712.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100712.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100712.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100712.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100712.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100712.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100712.0;100.0;DXRD1000  ;Moto 300                                          ;2.0
100712.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100712.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100714.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100714.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100714.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100714.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100714.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100714.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100714.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100714.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100714.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100714.0;100.0;DXRD1000  ;Moto 300                                          ;6.0
100714.0;110.0;DXRD2000  ;Moto 450                                          ;2.0
100714.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100714.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100714.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100716.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100716.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100716.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100716.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100716.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100716.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100716.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100716.0;80.0;DXRD1000  ;Moto 300                                          ;2.0
100716.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
100716.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100717.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
100717.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100717.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100717.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100717.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
100717.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100717.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100718.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100718.0;20.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100718.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100718.0;40.0;DXRD1000  ;Moto 300                                          ;1.0
100719.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100719.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100719.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100719.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100719.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100719.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100719.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100719.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100719.0;90.0;DXRD1000  ;Moto 300                                          ;2.0
100719.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100722.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100722.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100722.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100722.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;6.0
100722.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100722.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100722.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100722.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100680.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100680.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100680.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100680.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100680.0;50.0;DXRD1000  ;Moto 300                                          ;2.0
100680.0;60.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100681.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100681.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100681.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100681.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100681.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100681.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100681.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100681.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100681.0;90.0;DXRD1000  ;Moto 300                                          ;2.0
100681.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100682.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100682.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100682.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100682.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100682.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100682.0;60.0;DXRD1000  ;Moto 300                                          ;1.0
100683.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100683.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100683.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100683.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100683.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100683.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100683.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100683.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100683.0;90.0;DXRD1000  ;Moto 300                                          ;1.0
100683.0;100.0;DXRD2000  ;Moto 450                                          ;1.0
100683.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100683.0;120.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100683.0;130.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100684.0;10.0;DXRD1000  ;Moto 300                                          ;1.0
100685.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100685.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100685.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100685.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100685.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
100685.0;60.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100688.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100688.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100688.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100688.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100688.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100688.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100688.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100688.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100688.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100688.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100688.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
100688.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100688.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100688.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100689.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100689.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100689.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100689.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100689.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100689.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100689.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100689.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100689.0;90.0;DXRD1000  ;Moto 300                                          ;2.0
100689.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100690.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100690.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100690.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100690.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100690.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100690.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100690.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100690.0;80.0;DXRD1000  ;Moto 300                                          ;1.0
100690.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
100690.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100691.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100691.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100691.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100691.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100691.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100691.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100691.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100691.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100691.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100691.0;100.0;DXRD1000  ;Moto 300                                          ;1.0
100691.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100691.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100692.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100692.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
